,temperature,humidity,ph,rainfall,label
315,32.731,69.007,6.412,106.015,ragi(naachnnii)
316,22.696,68.141,5.817,94.191,ragi(naachnnii)
317,21.451,69.051,4.565,84.146,ragi(naachnnii)
318,25.977,69.644,5.431,96.697,ragi(naachnnii)
319,34.71,68.153,6.675,88.901,ragi(naachnnii)
320,34.696,69.756,5.373,88.97,ragi(naachnnii)
321,37.002,68.734,6.908,107.661,ragi(naachnnii)
322,20.529,68.29,4.576,86.036,ragi(naachnnii)
323,25.041,68.756,5.896,95.395,ragi(naachnnii)
324,35.524,68.401,5.678,82.169,ragi(naachnnii)
325,29.609,69.503,4.564,88.763,ragi(naachnnii)
326,26.246,68.361,5.952,85.82,ragi(naachnnii)
327,31.021,68.072,7.076,71.96,ragi(naachnnii)
328,23.18,68.669,6.708,98.452,ragi(naachnnii)
329,37.542,68.265,7.489,95.588,ragi(naachnnii)
330,37.282,68.247,5.256,93.321,ragi(naachnnii)
331,25.227,68.478,6.017,103.651,ragi(naachnnii)
332,29.183,68.505,6.794,73.903,ragi(naachnnii)
333,37.38,69.0,4.945,81.463,ragi(naachnnii)
334,27.66,68.512,5.601,70.081,ragi(naachnnii)
335,33.343,69.812,6.214,82.969,ragi(naachnnii)
336,24.256,69.325,6.87,98.639,ragi(naachnnii)
337,21.482,68.424,7.493,96.989,ragi(naachnnii)
338,32.951,69.01,6.622,77.262,ragi(naachnnii)
339,20.479,69.508,7.39,95.868,ragi(naachnnii)
340,38.928,69.319,4.554,99.495,ragi(naachnnii)
341,31.292,69.36,5.228,102.72,ragi(naachnnii)
342,22.536,69.025,7.028,90.191,ragi(naachnnii)
343,26.421,69.106,5.64,91.587,ragi(naachnnii)
344,28.327,68.126,4.727,92.887,ragi(naachnnii)
345,32.331,68.847,5.558,108.892,ragi(naachnnii)
346,24.501,68.895,6.381,71.027,ragi(naachnnii)
347,34.331,68.699,6.337,82.439,ragi(naachnnii)
348,32.375,69.715,7.241,84.47,ragi(naachnnii)
349,27.14,68.694,4.747,80.678,ragi(naachnnii)
350,35.326,69.274,5.549,108.268,ragi(naachnnii)
351,25.234,68.86,6.697,87.253,ragi(naachnnii)
352,33.676,69.495,5.107,107.557,ragi(naachnnii)
353,34.805,68.399,6.175,87.519,ragi(naachnnii)
354,33.613,68.701,6.677,100.662,ragi(naachnnii)
355,21.205,68.386,5.293,80.596,ragi(naachnnii)
356,31.302,69.132,6.373,70.755,ragi(naachnnii)
357,22.904,69.458,6.079,98.571,ragi(naachnnii)
358,33.713,69.918,6.66,85.606,ragi(naachnnii)
359,23.414,69.301,5.421,81.623,ragi(naachnnii)
360,26.598,68.053,5.926,103.018,ragi(naachnnii)
361,27.177,69.107,4.528,81.406,ragi(naachnnii)
362,21.249,68.737,4.533,95.217,ragi(naachnnii)
363,28.552,68.504,5.348,91.656,ragi(naachnnii)
364,25.739,69.229,5.277,81.868,ragi(naachnnii)
365,39.519,69.532,4.931,83.32,ragi(naachnnii)
366,20.628,68.871,4.692,97.693,ragi(naachnnii)
367,20.64,68.782,5.509,93.345,ragi(naachnnii)
368,33.954,69.864,5.056,92.684,ragi(naachnnii)
369,36.303,69.308,6.23,104.617,ragi(naachnnii)
370,35.777,68.589,6.767,72.409,ragi(naachnnii)
371,30.534,68.163,4.677,101.569,ragi(naachnnii)
372,38.768,69.336,7.04,86.263,ragi(naachnnii)
373,28.129,69.145,4.589,83.345,ragi(naachnnii)
374,39.137,68.631,6.06,103.619,ragi(naachnnii)
375,23.852,68.768,5.159,84.187,ragi(naachnnii)
376,20.52,68.256,5.318,86.272,ragi(naachnnii)
377,37.127,69.285,4.687,91.227,ragi(naachnnii)
378,28.127,69.355,6.857,101.341,ragi(naachnnii)
379,31.232,69.19,5.379,72.781,ragi(naachnnii)
380,36.439,68.404,5.541,99.191,ragi(naachnnii)
381,25.82,68.934,5.341,106.403,ragi(naachnnii)
382,34.57,69.598,6.561,80.296,ragi(naachnnii)
383,23.789,68.459,4.805,85.374,ragi(naachnnii)
384,25.874,68.454,6.496,79.752,ragi(naachnnii)
385,38.363,68.835,6.232,103.19,ragi(naachnnii)
386,20.208,69.637,7.132,85.315,ragi(naachnnii)
387,28.062,68.667,7.488,106.385,ragi(naachnnii)
388,35.322,68.587,4.664,97.84,ragi(naachnnii)
389,30.209,68.505,5.613,94.001,ragi(naachnnii)
390,35.847,69.965,4.563,73.899,ragi(naachnnii)
391,35.052,68.213,6.407,86.853,ragi(naachnnii)
392,22.31,69.1,4.547,76.903,ragi(naachnnii)
393,29.116,69.486,7.475,77.872,ragi(naachnnii)
394,27.322,68.285,6.382,75.593,ragi(naachnnii)
395,28.536,68.321,5.745,109.6,ragi(naachnnii)
396,21.018,68.564,5.17,102.295,ragi(naachnnii)
397,32.085,68.478,5.819,88.722,ragi(naachnnii)
398,39.217,69.758,5.32,108.217,ragi(naachnnii)
399,39.181,68.373,5.188,73.312,ragi(naachnnii)
400,38.044,69.082,6.644,85.103,ragi(naachnnii)
401,38.034,68.987,5.942,93.984,ragi(naachnnii)
402,26.183,68.011,5.971,93.929,ragi(naachnnii)
403,34.712,69.047,5.428,98.479,ragi(naachnnii)
404,23.217,69.423,4.881,101.156,ragi(naachnnii)
405,27.557,69.76,7.466,105.138,ragi(naachnnii)
406,28.058,68.019,6.5,107.011,ragi(naachnnii)
407,24.314,69.11,5.029,109.059,ragi(naachnnii)
408,32.838,68.788,6.778,73.286,ragi(naachnnii)
409,28.287,69.721,7.21,99.525,ragi(naachnnii)
410,26.557,68.756,5.576,79.107,ragi(naachnnii)
411,33.64,68.501,7.023,109.447,ragi(naachnnii)
412,21.552,68.591,5.994,93.341,ragi(naachnnii)
413,25.53,69.746,7.016,100.542,ragi(naachnnii)
414,26.464,69.006,4.725,100.661,ragi(naachnnii)
415,35.57,68.391,6.478,81.167,ragi(naachnnii)
416,29.87,69.864,6.142,104.16,ragi(naachnnii)
417,27.932,69.595,6.03,93.307,ragi(naachnnii)
418,38.894,68.167,5.578,75.28,ragi(naachnnii)
419,34.294,68.534,6.944,93.684,ragi(naachnnii)
420,29.19,69.177,5.225,81.094,ragi(naachnnii)
421,32.713,68.426,5.999,79.249,ragi(naachnnii)
422,32.978,69.8,5.201,96.06,ragi(naachnnii)
423,34.646,68.623,6.3,100.366,ragi(naachnnii)
424,36.978,69.559,7.438,70.824,ragi(naachnnii)
425,25.831,69.328,6.614,80.289,ragi(naachnnii)
426,20.628,68.737,5.275,83.655,ragi(naachnnii)
427,31.773,69.893,6.554,74.852,ragi(naachnnii)
428,37.546,68.241,7.371,106.603,ragi(naachnnii)
429,29.443,68.006,6.606,97.136,ragi(naachnnii)
430,25.197,68.732,4.795,78.002,ragi(naachnnii)
431,37.661,68.799,4.618,99.705,ragi(naachnnii)
432,20.744,69.843,5.157,78.599,ragi(naachnnii)
433,33.421,68.621,5.195,92.617,ragi(naachnnii)
434,30.713,68.81,4.889,75.475,ragi(naachnnii)
435,32.964,68.971,5.487,79.524,ragi(naachnnii)
436,23.725,69.164,5.921,92.68,ragi(naachnnii)
437,28.966,68.095,4.754,90.195,ragi(naachnnii)
438,29.248,68.248,5.914,99.256,ragi(naachnnii)
439,31.442,68.227,6.465,109.933,ragi(naachnnii)
440,33.876,68.724,5.836,106.158,ragi(naachnnii)
441,26.908,69.696,7.171,82.858,ragi(naachnnii)
442,38.209,69.681,7.42,103.718,ragi(naachnnii)
443,25.447,69.84,6.742,96.141,ragi(naachnnii)
444,24.408,69.293,5.834,76.228,ragi(naachnnii)
445,22.933,68.761,5.932,88.639,ragi(naachnnii)
446,36.286,69.592,5.028,96.469,ragi(naachnnii)
447,21.03,68.658,5.807,82.346,ragi(naachnnii)
448,20.962,69.023,4.765,88.745,ragi(naachnnii)
449,22.934,69.142,4.551,109.602,ragi(naachnnii)
450,13.521,92.431,6.251,94.663,frenchbeans(farasbi)
451,10.923,91.553,6.111,96.242,frenchbeans(farasbi)
452,10.445,93.753,6.874,90.98,frenchbeans(farasbi)
453,16.593,92.211,6.445,83.373,frenchbeans(farasbi)
454,24.376,91.096,6.159,98.482,frenchbeans(farasbi)
455,25.844,94.461,6.01,84.573,frenchbeans(farasbi)
456,11.036,92.946,6.098,95.405,frenchbeans(farasbi)
457,18.926,92.623,6.681,88.367,frenchbeans(farasbi)
458,22.281,92.299,6.409,93.226,frenchbeans(farasbi)
459,19.823,93.827,6.548,98.651,frenchbeans(farasbi)
460,16.229,94.291,6.41,84.346,frenchbeans(farasbi)
461,13.038,94.563,6.264,82.733,frenchbeans(farasbi)
462,10.116,91.382,6.951,94.205,frenchbeans(farasbi)
463,15.623,93.769,6.603,97.771,frenchbeans(farasbi)
464,15.516,94.139,6.244,96.743,frenchbeans(farasbi)
465,15.917,94.876,6.213,80.501,frenchbeans(farasbi)
466,10.063,94.01,6.333,80.783,frenchbeans(farasbi)
467,25.142,93.309,6.225,80.256,frenchbeans(farasbi)
468,26.221,91.037,6.309,91.137,frenchbeans(farasbi)
469,10.906,93.246,6.577,88.801,frenchbeans(farasbi)
470,25.346,90.97,6.309,92.242,frenchbeans(farasbi)
471,22.808,91.715,6.776,96.311,frenchbeans(farasbi)
472,23.502,92.112,6.351,94.09,frenchbeans(farasbi)
473,16.74,90.002,6.189,87.062,frenchbeans(farasbi)
474,20.793,93.3,6.039,80.949,frenchbeans(farasbi)
475,22.093,90.961,6.316,98.848,frenchbeans(farasbi)
476,17.311,91.778,6.239,84.245,frenchbeans(farasbi)
477,24.138,94.432,6.119,97.848,frenchbeans(farasbi)
478,20.62,90.93,6.936,96.2,frenchbeans(farasbi)
479,26.545,91.1,6.039,99.362,frenchbeans(farasbi)
480,10.963,93.275,6.077,85.85,frenchbeans(farasbi)
481,26.036,91.419,6.21,90.054,frenchbeans(farasbi)
482,25.691,90.159,6.547,89.382,frenchbeans(farasbi)
483,17.255,91.351,6.205,88.231,frenchbeans(farasbi)
484,10.355,92.263,6.495,96.669,frenchbeans(farasbi)
485,14.753,92.208,6.27,85.477,frenchbeans(farasbi)
486,17.066,92.28,6.983,90.806,frenchbeans(farasbi)
487,19.946,92.869,6.045,83.034,frenchbeans(farasbi)
488,20.592,92.033,6.564,84.134,frenchbeans(farasbi)
489,23.027,90.9,6.438,90.273,frenchbeans(farasbi)
490,19.021,92.666,6.177,97.134,frenchbeans(farasbi)
491,11.391,92.424,6.26,90.318,frenchbeans(farasbi)
492,12.067,91.899,6.414,81.807,frenchbeans(farasbi)
493,18.178,93.25,6.158,83.658,frenchbeans(farasbi)
494,21.42,91.018,6.366,96.861,frenchbeans(farasbi)
495,11.381,93.694,6.045,80.685,frenchbeans(farasbi)
496,23.782,91.39,6.76,95.321,frenchbeans(farasbi)
497,21.458,91.725,6.267,90.364,frenchbeans(farasbi)
498,25.95,93.521,6.104,94.047,frenchbeans(farasbi)
499,19.413,93.144,6.497,97.874,frenchbeans(farasbi)
500,24.598,91.509,6.436,96.767,frenchbeans(farasbi)
501,24.888,93.908,6.92,82.732,frenchbeans(farasbi)
502,14.623,93.947,6.159,81.091,frenchbeans(farasbi)
